Name,Rating,Review_count,Category,Sub_Category,Address,Latitude,Longitude
Adyar Ananda Bhavan - A2B,3.9,10911,South Indian Breakfast,Veg restaurant,"1871, 1st Cross Rd",12.8391781,77.6506555
Adyar Ananda Bhavan - A2B,4.1,19569,South Indian Breakfast,Veg restaurant,"No.154, 10, Bannerghatta Main Rd",12.8932102,77.5987583
Adyar Ananda Bhavan - A2B,3.7,4482,South Indian Breakfast,Veg restaurant,"BPCL. Petrol Bunk #344, 7th Block, 80 Feet Road, Hosur Rd",12.9357762,77.6148605
Adyar Ananda Bhavan - A2B,3.8,11548,South Indian Breakfast,Veg restaurant,"12, Chinmaya Mission Hospital Rd",12.9781217,77.6393841
Adyar Ananda Bhavan - A2B,3.9,7968,South Indian Breakfast,Veg restaurant,"M.P SOUTH, 03, 100FT ROAD, B.B, 16th Main Rd",12.9168484,77.6095237
Adyar Ananda Bhavan - A2B,4.1,15,South Indian Breakfast,Veg restaurant,Campus 8A,12.9197552,77.6844781
Adyar Ananda Bhavan - A2B,3.8,19816,South Indian Breakfast,Veg restaurant,"254B, Hosur Rd",12.8075017,77.6977708
Adyar Ananda Bhavan - A2B,3.8,5660,South Indian Breakfast,Veg restaurant,"BDA Complex, 27, 14th Main Rd, near A2B Restaurant",12.9137064,77.6372964
Adyar Ananda Bhavan - A2B,3.8,8178,South Indian Breakfast,Veg restaurant,"NO 135, SITUATED AT MUNNEKOLALA HAL MAIN ROAD, VARTHUR HOBLI MARATHALLI, MAHADEVAPURA, B.B.M.P EAST",12.9566476,77.7021718
Adyar Ananda Bhavan - A2B,3.9,7609,South Indian Breakfast,Veg restaurant,BTS Main Rd,12.9543716,77.5932021
Adyar Ananda Bhavan - A2B,3.7,13400,South Indian Breakfast,Veg restaurant,"70, Kanakapura Rd",12.8837595,77.5486681
Adyar Ananda Bhavan - A2B,3.7,3209,South Indian Breakfast,Veg restaurant,near to HDFC bank,12.9878389,77.6184701
Adyar Ananda Bhavan - A2B,3.6,4559,South Indian Breakfast,Veg restaurant,"57, 6th Cross, Sampige Rd",12.9976139,77.5711225
Adyar Ananda Bhavan - A2B,3.9,927,South Indian Breakfast,Veg restaurant,,12.9280834,77.6923732
Adyar Ananda Bhavan - A2B,4.2,1658,South Indian Breakfast,Veg restaurant,"GROUND FLOOR, NO 28/29 RR MANSION, Sarjapur - Marathahalli Rd",12.9189908,77.6709235
Adyar Ananda Bhavan - A2B,4.2,314,South Indian Breakfast,Veg restaurant,VHVP+89Q Bank of Baroda Colony 6th Main Road Bon colony,12.8933379,77.585989
Adyar Ananda Bhavan - A2B,4.1,13329,South Indian Breakfast,Veg restaurant,"Bus Stand, Old Mysore Road Satellite, 41, Mysore Rd",12.9537996,77.5438053
Adyar Ananda Bhavan - A2B,3.6,3262,South Indian Breakfast,Veg restaurant,"746/18, 60th Cross Rd",12.984303,77.553928
Adyar Ananda Bhavan - A2B,3.8,1776,South Indian Breakfast,Veg restaurant,"200, Gandhi Bazaar Main Rd",12.944238,77.5729122
Adyar Ananda Bhavan - A2B,3.8,5363,South Indian Breakfast,Veg restaurant,"No 34, Bellarmin Road",13.0227376,77.5848031
Adyar Ananda Bhavan - A2B,4.3,16,South Indian Breakfast,Veg restaurant,"Carmelaram Post, 53/1, Sarjapur Main Rd",12.9090815,77.6876561
Adyar Ananda Bhavan - A2B,4,32,South Indian Breakfast,Veg restaurant,"78, 5",12.9263517,77.6803588
Adyar Ananda Bhavan - A2B,4.1,306,South Indian Breakfast,Veg restaurant,"Shop No 626, 3rd Main Road, Cherry Ln",12.9274238,77.6717344
Adyar Ananda Bhavan - A2B,3.9,9000,South Indian Breakfast,Veg restaurant,"Shop No 141, Thanisandra Main Rd, near Nagawara Main Road",13.0412389,77.6245649
Adyar Ananda Bhavan - A2B,4,6045,South Indian Breakfast,Veg restaurant,"NO.128, 2, Thambu Chetty Palya Main Rd",13.0194462,77.6737931
Adyar Ananda Bhavan - A2B,3.8,6477,South Indian Breakfast,Veg restaurant,"421, Second Street, 4th Cross Rd",13.0183787,77.6364521
Adyar Ananda Bhavan - A2B,3.7,7558,South Indian Breakfast,Veg restaurant,"NO. 11/21A/31 WARD NO. 19, NEAR BHADRAPPA LAYOUT Village, Outer Ring Rd",13.0478844,77.5784847
Adyar Ananda Bhavan - A2B,3.7,236,South Indian Breakfast,Veg restaurant,"RMZ Infinity, Old Madras Rd",12.9940779,77.6611424
Adyar Ananda Bhavan - A2B,3.9,9200,South Indian Breakfast,Veg restaurant,"Shop No.12/2, Arya Hub Mall, NO.12/2,13/1B, ITPL Main Rd",12.9833903,77.7519788
Adyar Ananda Bhavan - A2B,3.8,11433,South Indian Breakfast,Veg restaurant,"NO.247/195-15 TO 250/198-18, Old Madras Rd",13.0198315,77.7097173
Adyar Ananda Bhavan - A2B,3.9,614,South Indian Breakfast,Veg restaurant,Balaji Mansion,13.0021465,77.7128618
Adyar Ananda Bhavan - A2B,3.8,4424,South Indian Breakfast,Veg restaurant,"703, Vidyaranyapura Main Rd",13.0798029,77.5590202
Adyar Ananda Bhavan - A2B,3.8,20116,South Indian Breakfast,Veg restaurant,"490, Bangalore - Hyderabad Hwy",13.1521708,77.6210202
Adyar Ananda Bhavan - A2B,4.3,228,South Indian Breakfast,Veg restaurant,"710, Varthur Rd",12.956212,77.7215237
Adyar Ananda Bhavan - A2B,3.8,1575,South Indian Breakfast,Veg restaurant,"92, Whitefield Rd",12.9835822,77.7520356
Adyar Ananda Bhavan - A2B,3.9,133,South Indian Breakfast,Veg restaurant,2J9P+CH9,13.0185357,77.636476
Adyar Ananda Bhavan - A2B,3.8,198,South Indian Breakfast,Veg restaurant,VHVX+7FQ,12.8932183,77.5987267
Adyar Ananda Bhavan - A2B,3.8,13871,South Indian Breakfast,Veg restaurant,"Shop No, 396, SH17",12.810169,77.4033862
Adyar Ananda Bhavan - A2B,3.4,19,South Indian Breakfast,Veg restaurant,"XMPV+CP8, Bagmane World Technology Park",12.9860273,77.6943194
Adyar Ananda Bhavan - A2B,4.5,23,South Indian Breakfast,Veg restaurant,"747, 58th Cross Rd",12.9843137,77.5539467
Adyar Ananda Bhavan - A2B,0,,South Indian Breakfast,Veg restaurant,"WMFQ+Q74, Echo World 4A/4B Access Rd",12.9243342,77.6883264
Adyar Ananda Bhavan - A2B,3.4,8,South Indian Breakfast,Veg restaurant,"193, New BEL Rd, near Paradise Biryani |",13.039099,77.564152
Adyar Ananda Bhavan - A2B,4,9,South Indian Breakfast,Veg restaurant,2HXH+695,13.0480248,77.5784872
Adyar Ananda Bhavan - A2B,3.9,189,South Indian Breakfast,Veg restaurant,"Ground Floor, 12, Chinmaya Mission Hospital Rd",12.9781612,77.6393864
Adyar Ananda Bhavan - A2B,5,2,South Indian Breakfast,Veg restaurant,35/4 24th Main Road Achappa Layout Silver Oak Layout,12.901013,77.586034
Adyar Ananda Bhavan - A2B,3.8,10241,South Indian Breakfast,Veg restaurant,"181/182, SIPCOT INDUSTRIAL COMPLEX, PHASE-1 BANGALORE, HIGH WAY",12.7470568,77.8105932
Amma's Pastries,4.2,310,Bakery and Cake Shop,Dessert,"No.3 , Himagiri Silicon City, Thogur Cross, Bettadasanapura Main Rd",12.8435922,77.643916
Amma's Pastries,4.2,5901,Bakery and Cake Shop,Dessert,"773, 16th Main Rd, near Udupi Garden",12.9134344,77.6099458
Amma's Pastries,4.1,107,Bakery and Cake Shop,Dessert,"352, 1st B MAIN RD, 20th Main Rd",12.936093,77.614868
Amma's Pastries,4.2,2075,Bakery and Cake Shop,Dessert,"no:26/3-12 Ground floor DVG ROAD, Bugle Rock Rd, near Reliance Trends, Roti Ghar",12.9437371,77.5716945
Amma's Pastries,4.2,4827,Bakery and Cake Shop,Dessert,"218, 9th Main Rd, near Lawrence High School ICSE",12.9140766,77.6351519
Amma's Pastries,4.2,2968,Bakery and Cake Shop,Dessert,"140, 6th C Main Road",12.9292819,77.581671
Amma's Pastries,3.5,106,Bakery and Cake Shop,Dessert,"90, Ground floor, Mosque Rd, opp. to KFC",12.9977511,77.6150126
Amma's Pastries,3.3,193,Bakery and Cake Shop,Dessert,"No 7 , Above Amma's Pastries, 1st Floor, 2nd Block, 2nd Phase, 80ft Road, Sir M. Visvesvaraya Rd, opp. Nano Hospitals",12.8806748,77.6099103
Amma's Pastries,3.8,250,Bakery and Cake Shop,Dessert,"Park, Shop No:#881/D, Opposite Shankar Mutt, Dr MC Modi Hospital Rd",12.9985376,77.5421694
Amma's Pastries,4.1,752,Bakery and Cake Shop,Dessert,"APPAREDDY PALYA, 60, इंदिरानगर डबल मार्ग",12.9741291,77.6359789
Amma's Pastries,4.1,1535,Bakery and Cake Shop,Dessert,"Sri Kothari Complex #369/A/4 4th Block Old Police Station circle Rajajinagar, opp. to Vijay Bank",12.9899401,77.5563123
Amma's Pastries,4.1,1302,Bakery and Cake Shop,Dessert,"Krishna Complex, 20, Sultanpalya Main Rd, below State Bank of Mysore",13.0240975,77.6030546
Amma's Pastries,4.2,2234,Bakery and Cake Shop,Dessert,"1, 50ft Road, 13th Main, Banashankari 1st Stage",12.9416138,77.5568217
Amma's Pastries,4.1,579,Bakery and Cake Shop,Dessert,"86, 8th Cross Rd, near Coconut Avenue Road",12.9993518,77.5725981
Amma's Pastries,4.2,2721,Bakery and Cake Shop,Dessert,"GFloor, No:80, 1, New Thippasandra Main Rd, opp. to Kanthi Sweets",12.972799,77.6480688
Amma's Pastries,3.9,914,Bakery and Cake Shop,Dessert,"No 10 Ground floor , CBI Main Road, 80 Feet Rd",13.0264527,77.5933968
Amma's Pastries,4,1348,Bakery and Cake Shop,Dessert,"Bangalore Development Authority Complex, No.23/B, Saraswati complex, 80 Feet Old ring road II block, near UNITY LIFE LINE HOSPITAL",12.9833916,77.5107178
Amma's Pastries,4.2,801,Bakery and Cake Shop,Dessert,"MVS ARCADE No 9, Kadarenahalli Main Rd",12.9158205,77.5591847
Amma's Pastries,4.1,5506,Bakery and Cake Shop,Dessert,"Ground Floor, 8, Thambu Chetty Palya Main Rd, opp. Koshy's Hospital",13.0204105,77.6755627
Amma's Pastries,4.6,9,Bakery and Cake Shop,Dessert,"20, EAT St",12.9441712,77.5702155
Amma's Pastries,3.8,292,Bakery and Cake Shop,Dessert,"Narayan Arcade, No: 12, 10th Stage, BEML Layout Srinivaspura, cross",12.9046489,77.5125846
Amma's Pastries,4.1,2369,Bakery and Cake Shop,Dessert,"Site No. 39, Ground Floor, MSM Towers, Hoodi Main Rd",13.0032681,77.7128353
Amma's Pastries,4.1,6064,Bakery and Cake Shop,Dessert,Tuscun Signature 111/B 80 फीट मेन मार्ग Opposite Rama Temple Complex,13.0207519,77.6288111
Amma's Pastries,4.2,6,Bakery and Cake Shop,Dessert,"2H4H+6R9, Sankey Cross Rd",13.0055368,77.579618
Amma's Pastries,3.8,46,Bakery and Cake Shop,Dessert,"Thubrahalli 164/2, Srinivasa Plaza, n, Varthur Rd",12.9556346,77.7189604
Amma's Pastries,4.1,1603,Bakery and Cake Shop,Dessert,"SHOBHA ARCADE, 26, NH-7, near BIG MARKET",13.0624415,77.5929009
Amma's Pastries,4.2,3486,Bakery and Cake Shop,Dessert,"Ground Floor, 29, 1st Main Rd",12.9682014,77.5393022
Amma's Pastries,3.9,1001,Bakery and Cake Shop,Dessert,"11, 7th Main 80 Feet Road, Subbayanapalya Shanthinagara, Banaswadi Bangalore:, 1, 7th Main Rd",13.0099873,77.6433277
Amma's Pastries,3.5,4,Bakery and Cake Shop,Dessert,"Salma Bizhouse GF-2, no. 34/1-2 Meanee Avenue road, LANDMARK:, opposite to HDFC Bank",12.9868469,77.6193007
Amma's Pastries,4.1,2813,Bakery and Cake Shop,Dessert,"metro station, # 10/2 and 10/5, NH4, Jalahalli Cross, next to Jalahalli",13.0400833,77.5187247
Amma's Pastries,3.9,624,Bakery and Cake Shop,Dessert,"No 7, 69/67 (33/3), Ground Floor Bagalur Main Road, next to Bus Stop",13.0622302,77.6488946
Amma's Pastries,4.2,326,Bakery and Cake Shop,Dessert,Govindapura Main Rd,13.0321722,77.6211491
Amma's Pastries,3.8,75,Bakery and Cake Shop,Dessert,"XHX4+F9V, Mahakavi Kuvempu Rd",12.9987392,77.5559201
Amma's Pastries,4.2,3712,Bakery and Cake Shop,Dessert,"2nd phase, No.10, 30/1, 1st Main Rd, opp. New Sagar Hotel",13.0300581,77.5596826
Amma's Pastries,4,373,Bakery and Cake Shop,Dessert,"216, Rachenahalli Main Rd",13.0562414,77.630776
Amma's Pastries,3.8,122,Bakery and Cake Shop,Dessert,"XGGM+7CP, Nagarabhavi Main Rd",12.975703,77.5335911
Amma's Pastries,4.3,25,Bakery and Cake Shop,Dessert,"4, 30th Cross Rd",12.92848,77.6000598
Amma's Pastries,4.2,2731,Bakery and Cake Shop,Dessert,"573, Vidyaranyapura Main Road, HMT Layout, next to Dominos Pizza",13.0788277,77.5591394
Amma's Pastries,4.1,833,Bakery and Cake Shop,Dessert,"D.P. Nagappa, 1006, BB Rd, behind Apoorva Hospital",13.1019576,77.5988576
Amma's Pastries,5,2,Bakery and Cake Shop,Dessert,"doctors layout, Shanti Niketan Rd, near mariyamma temple",12.886261,77.6025762
Amma's Pastries,4.2,185,Bakery and Cake Shop,Dessert,"#131/A , nisarga layout, Muddinapalya Main Rd",12.9615493,77.4884934
Amma's Pastries,3.3,12,Bakery and Cake Shop,Dessert,Yeshwanthpur - Tumkur Railway Station Rd,13.0233012,77.5507686
Amma's Pastries,4.1,322,Bakery and Cake Shop,Dessert,147,12.9784876,77.5063492
Amma's Pastries,4.1,446,Bakery and Cake Shop,Dessert,"circle, No.3&7, Yousuf plaza, Ground flr, Hessaraghatta main road Bagalagunte, post",13.0570087,77.507353
Amma's Pastries,4.9,68,Bakery and Cake Shop,Dessert,"No:39 & 40, Rajagopalnagar Main Rd",13.0116867,77.5083402
Amma's Pastries,3.9,310,Bakery and Cake Shop,Dessert,"126/2B5 K No.743, KH Complex, BH Road,H Binnamangala Nelamangala",13.0845902,77.4166229
Amma's Pastries,0,,Bakery and Cake Shop,Dessert,"3 & 7, Hesarghatta Rd",13.0495795,77.5075985
Amma's Pastries,2.1,40,Bakery and Cake Shop,Dessert,"#39, Nagarabhavi Main Rd, opp. reliance fresh moodalapalya circle",12.9710322,77.5250536
Amma's Pastries,5,1,Bakery and Cake Shop,Dessert,"N0 58 K G Halli, Sri Sri Sri Shivakumara Swamiji Rd",13.0599981,77.5316341
Amma's Pastries,4,47,Bakery and Cake Shop,Dessert,"Amma Asharama, 328, 14th Cross Road, Main Road, next to Appolo pharmacy",12.945115,77.4906694
Amma's Pastries,0,,Bakery and Cake Shop,Dessert,"12, SM Rd",13.0454268,77.5220189
Amma's Pastries,4,37,Bakery and Cake Shop,Dessert,"7, 469/7, Attur Main Rd",13.0984132,77.566947
Amma's Pastries,4.2,222,Bakery and Cake Shop,Dessert,Bus Stand,13.0786599,77.7869684
Amma's Pastries,3.9,52,Bakery and Cake Shop,Dessert,"361, 43rd Main Rd",12.9291064,77.5207148
Amma's Pastries,3.6,5,Bakery and Cake Shop,Dessert,19th Cross Rd,12.8800909,77.5534929
Amma's Pastries,4.3,12,Bakery and Cake Shop,Dessert,"407,10th cross, JHBCS layout, Thurahalli Rd, nearby car service station",12.8939749,77.5366903
Amma's Pastries,3.5,11,Bakery and Cake Shop,Dessert,"454, 5th Main Rd",12.9211974,77.4816222
Amma's Pastries,5,1,Bakery and Cake Shop,Dessert,"XC72+PWW, Tavarekere Kengeri Road",12.9643298,77.4023868
Amma's Pastries,4.8,6,Bakery and Cake Shop,Dessert,"VJJ2+397, Balmuri Main Rd",12.880154,77.6009224
Amma's Pastries,0,,Bakery and Cake Shop,Dessert,"1, 1, Pipeline Rd",13.002461,77.540505
Amma's Pastries,5,1,Bakery and Cake Shop,Dessert,"Kurudusonnenahalli, main road, opposite to anjaneya temple",13.0190199,77.7247872
Amma's Pastries,4.5,96,Bakery and Cake Shop,Dessert,"Royal Meridian Layout, 1st Main Road, Devarachikkanahalli",12.8863775,77.6218602
Baskin Robbins ,4.1,241,Ice Cream,Dessert,"Shop No 8, ""By The Way"" Food Court, Velankani Drive, next to Paradise Biryani",12.8481955,77.6576914
Baskin Robbins ,4.1,311,Ice Cream,Dessert,"Surya Chambers, Ground Floor Of The Commercial Complex Called, HAL Old Airport Rd, next to Pizza Hut",12.9589723,77.6544626
Baskin Robbins ,4.3,203,Ice Cream,Dessert,"87, Ground Floor, Opp To Shobha Supermarket, Sai Baba Temple Road 80 Feet Bda Road, Bannerghatta Main Rd",12.8834627,77.6069041
Baskin Robbins ,4.2,488,Ice Cream,Dessert,"#68, 10th Main Rd, 36th Cross Rd",12.9229421,77.58467
Baskin Robbins ,4.3,201,Ice Cream,Dessert,"4th, B Block, 80, 7th Cross, 16th B Main Rd, opposite BDA Complex",12.9314222,77.6232274
Baskin Robbins ,4.1,264,Ice Cream,Dessert,"25, 2, Millers Rd, next to Imperial Hotel",12.9909241,77.5934859
Baskin Robbins ,4.2,14,Ice Cream,Dessert,"400, Darshan Heritage, Ratna, Bababudan Giri Rd, near Dcc Bank",12.9102557,77.6516671
Baskin Robbins ,3.2,34,Ice Cream,Dessert,"Bengaluru Central Mall-3, Soul Space Spirit, Bellandur Junction",12.926148,77.675288
Baskin Robbins ,3.5,74,Ice Cream,Dessert,"Royal Meenakshi Mall, No G 3, Ground, Bannerghatta Main Rd",12.8759371,77.5953388
Baskin Robbins ,4.4,224,Ice Cream,Dessert,"3302/L, 12th A Main Rd",12.9692471,77.6361501
Baskin Robbins ,4.3,148,Ice Cream,Dessert,"No.73, G1-Ground Floor, Bineeta Plaza Near Shubh Enclave, Haralur Main Rd",12.91322,77.666305
Baskin Robbins ,3.7,40,Ice Cream,Dessert,"Pritech Road Adarsh Palm Retreat, Bellandur Pritech Food Court, Survey No. 51-64, Inside Rmz Ecospace, Outer Ring Rd",12.921567,77.6811199
Baskin Robbins ,4.2,368,Ice Cream,Dessert,"Valiant Ventures, Triumph Tower Tower No. 48 Ground Floor, Church St",12.9755578,77.6030007
Baskin Robbins ,4.4,44,Ice Cream,Dessert,"Counter 1, Ceesna, Cisco BGL 15, Marathahalli Outer Ring Rd",12.933631,77.695656
Baskin Robbins ,4,411,Ice Cream,Dessert,"Shop No. 12, AA Arcade, Marathahalli Outer Ring Rd, next to Morning Star Travels",12.962033,77.7013872
Baskin Robbins ,4.2,598,Ice Cream,Dessert,"Baskin Robbins, No.17, 24th Main, Brigade Millennium Road, JP Nagar 5th Phase, Next to Yes Bank / Dr. Augusta",12.900723,77.585933
Baskin Robbins ,3.7,38,Ice Cream,Dessert,Vanivilas Rd,12.943865,77.5736226
Baskin Robbins ,0,,Ice Cream,Dessert,"Foto Best Pvt Ltd Goplan Innovation Mall, #22, Bannerghatta Main Rd",12.7942851,77.6208131
Baskin Robbins ,4.2,229,Ice Cream,Dessert,opposite Dunkin Donuts,12.9663291,77.718328
Baskin Robbins ,4.3,364,Ice Cream,Dessert,"2M-443, Sheetal Building Ground Floor, 2nd Main Rd",13.0090389,77.6579189
Baskin Robbins ,4.2,271,Ice Cream,Dessert,"401, 5th A Main Rd",13.0219475,77.6399007
Baskin Robbins ,4.4,313,Ice Cream,Dessert,"Sherwood Main road, next to Dominos Pizza",12.9695113,77.6827574
Baskin Robbins ,4.1,164,Ice Cream,Dessert,"36 , 2nd cross, dinnur main road, post",13.0236682,77.5997702
Baskin Robbins ,3.8,4,Ice Cream,Dessert,"2/357, 3rd D Cross, B.Channasandra Main Rd, near Reliance Fresh",13.0084517,77.6514986
Baskin Robbins ,4.2,150,Ice Cream,Dessert,"SNS Chambers, Mass Business World Sadashivnagar 239, G-4, Sankey Rd",13.003825,77.5838084
Baskin Robbins ,3.9,97,Ice Cream,Dessert,"# 706/45, 42Nd Cross 3Rd Block Rajaji Nagar (Near Old Police Station",12.9896462,77.5559262
Baskin Robbins ,4.2,23,Ice Cream,Dessert,"International Tech Park Park Square Mall, 4th Floor, ITPL Main Rd, in front of ITPB",12.9868261,77.7365012
Baskin Robbins ,4.3,3,Ice Cream,Dessert,"2 No, 4 1, 5th A Main Rd",13.0219536,77.6399153
Baskin Robbins ,4.2,205,Ice Cream,Dessert,"SY 71/4, NEXT TO SKANDA ELINA APPARTMENTS, Hubli, Balagere Rd",12.9394179,77.7230145
Baskin Robbins ,4.1,368,Ice Cream,Dessert,"Ground Floor, Sompura Gate, Balaji Complex, Building No 2, Sy No 51/3, Shop No 2 And 3",12.8645354,77.7692332
Baskin Robbins ,4.2,140,Ice Cream,Dessert,"Margan Gelato Rudrappa Complex and 8th Main, 1st Cross Rd",12.9917346,77.5380935
Baskin Robbins ,4.1,104,Ice Cream,Dessert,"C3 Food Court, Brigade Gate Way, Dr Rajkumar Rd",13.0115528,77.5551785
Baskin Robbins ,4.4,299,Ice Cream,Dessert,"4AM-501, G A Towers, Outer Ring Rd",13.0268119,77.6368939
Baskin Robbins ,3.8,44,Ice Cream,Dessert,"3Rd Floor, Food Court, Mantri Mall, Sampige Rd",12.9918889,77.5709499
Baskin Robbins ,4.5,4,Ice Cream,Dessert,"Old Madras Road The Bay Food Court, Rmz Infinity, 3 Old Madras Road, Outer Ring Rd",12.9940779,77.6611424
Baskin Robbins ,3.7,74,Ice Cream,Dessert,"Esc Food Court , 1St Floor, E-1 Building, Manyatha Embasy Business Park",13.0505073,77.6216713
Baskin Robbins ,4.5,15,Ice Cream,Dessert,No 92 GT World Mall,12.973264,77.5519343
Baskin Robbins ,4,327,Ice Cream,Dessert,"Sterling suites, Aroma Whitefield No.3/3, Whitefield Rd",12.9792536,77.7513231
Baskin Robbins ,4.2,351,Ice Cream,Dessert,"Manika Building, 60 Feet Rd",13.0634176,77.5914661
Baskin Robbins ,4.6,77,Ice Cream,Dessert,"Shop No. 4, 1, 80 Feet Rd, opposite to New Sagar Fast Food",12.9391783,77.5515992
Baskin Robbins ,3.5,23,Ice Cream,Dessert,"Shop No.1, ground floor, Site no. 75, V Durga Prasad Building",13.0219733,77.6983434
Baskin Robbins ,4.2,251,Ice Cream,Dessert,"#4/4A, Kunal Sankerna, Next To Axis Bank, Kempapura Main Rd, near Presidency College",13.0497905,77.5972245
Baskin Robbins ,4.2,249,Ice Cream,Dessert,"Ground Floor, JNR Complex Gubbi Cross, Hennur Main Rd",13.0640311,77.6516989
Baskin Robbins ,3.3,6,Ice Cream,Dessert,"88, Jyoti Nivas College Rd",12.933338,77.615651
Baskin Robbins ,3.8,10,Ice Cream,Dessert,"No. 34, Christ School Road, opp. to Serenity Hostel (Girls",12.9307771,77.6037572
Baskin Robbins ,4.1,301,Ice Cream,Dessert,MSR College Rd,13.0291341,77.5707789
Baskin Robbins ,4.1,395,Ice Cream,Dessert,"Purple Iris - Up Town Square, Whitefield - Hoskote Rd",13.0248196,77.7613471
Baskin Robbins ,4.3,13,Ice Cream,Dessert,"WJ42+XCC, lower ground Floor,Vegacity Mall,Srinivasa Industrial Estate Bannerghatta Main Rd, opposite spar",12.9074347,77.6010211
Baskin Robbins ,4.5,390,Ice Cream,Dessert,"No:09,SK Complex,SS Garden,Acharya College Main Road Chikabanavara",13.0743903,77.5018092
Baskin Robbins ,4.2,1132,Ice Cream,Dessert,"721, 16 A Main Rd",13.0995479,77.5890006
Baskin Robbins ,4.5,28,Ice Cream,Dessert,"829, 100 Feet Rd",12.9804485,77.6409884
Baskin Robbins ,4.1,78,Ice Cream,Dessert,"1187, Nanjappa - Thindlu Rd",13.0690294,77.5576527
Baskin Robbins ,4.2,161,Ice Cream,Dessert,,13.121345,77.620035
Baskin Robbins ,0,,Ice Cream,Dessert,"4/5, Malleshwaram, 56, Malleswaram",13.007377,77.5642363
Baskin Robbins ,4.1,67,Ice Cream,Dessert,"Forum Value Mall, #7, Whitefield Main Rd",12.934632,77.611302
Baskin Robbins ,4.3,6,Ice Cream,Dessert,"Unit No - 11, Ground Floor, Opp St Josephs Commerce College, Brigade Rd, next to Kanthi Sweets",12.9700648,77.6069274
Baskin Robbins ,4.2,36,Ice Cream,Dessert,"1st Cross, Surya Prema Building, Manjunatha Nagar Raghuvanahally, Kanakapura Road Lane next to Vasudev Adiga's, opp. to Gowdara Mudde Mane",12.8830093,77.5463859
Baskin Robbins ,2.5,2,Ice Cream,Dessert,XHJ7+77R,12.980731,77.5631488
Baskin Robbins ,4.2,38,Ice Cream,Dessert,"Ground Floor, Hoodi Main Rd, opposite Deja View Park",13.0005823,77.7145087
Baskin Robbins ,3.9,16,Ice Cream,Dessert,"5H39+J58, Doddaballapur Main Rd",13.1540316,77.5679679
Baskin Robbins ,3,11,Ice Cream,Dessert,"32, Robertson Rd, near One Fitness",12.9970399,77.6145634
Baskin Robbins ,5,40,Ice Cream,Dessert,"2095 5th Main, 9th Cross Rd",12.9643769,77.5409495
Baskin Robbins ,2,1,Ice Cream,Dessert,"79, Chandra Layout Main Rd",12.9606988,77.5284379
Baskin Robbins ,4.3,183,Ice Cream,Dessert,"Shop Number 5, Bhavan Complex, next to Gokul Motors- Two Wheeler Suzuki Showroom",12.7797654,77.7685658
Baskin Robbins ,4.3,41,Ice Cream,Dessert,233,12.7882495,77.7042925
Baskin Robbins ,3.9,59,Ice Cream,Dessert,"SJM Arcade, Hotel Nandagokula, Bengaluru, Bangalore - Hyderabad Hwy",13.2576453,77.7135523
Barbeque Nation,4.2,10952,Barbecue,Veg & Non veg ,"4th Floor, 94, 14th Cross Road, opposite Ajmera Apartment",12.8417741,77.6462712
Barbeque Nation,4.2,19432,Barbecue,Veg & Non veg ,"4005, 100 Feet Rd",12.9626244,77.6414164
Barbeque Nation,4.2,17939,Barbecue,Veg & Non veg ,"3rd Floor, 67, 6th B Main Rd",12.9064711,77.5968338
Barbeque Nation,4.2,14060,Barbecue,Veg & Non veg ,"86, 1st Cross Rd",12.9254819,77.6371231
Barbeque Nation,4.1,4930,Barbecue,Veg & Non veg ,"3rd Floor, Ashrith, Aries 53, 1, Sarjapur Main Rd, opposite HP Petrol Pump",12.9091544,77.6874035
Barbeque Nation,4.2,5753,Barbecue,Veg & Non veg ,"1/4, Ground Floor, 1 Mg-Lido Mall, Old Madras Rd",12.973298,77.6212692
Barbeque Nation,4.2,8354,Barbecue,Veg & Non veg ,"18 to 20, West Gate Mall, Golden Heights, Dr Rajkumar Rd",12.9829636,77.5598539
Barbeque Nation,4.1,9704,Barbecue,Veg & Non veg ,"BR Plaza,, 30, CMR Main Rd",13.0215187,77.6404391
Barbeque Nation,4.1,8351,Barbecue,Veg & Non veg ,Whitefield Rd,12.9870846,77.7359158
Barbeque Nation,4.1,608,Barbecue,Veg & Non veg ,"1st floor, 118, 20th Main Rd, below Bodyworks Spa",12.935487,77.6141131
Barbeque Nation,4.2,2542,Barbecue,Veg & Non veg ,"3rd Floor, Virginia Mall Varthur, Hobli",12.9574674,77.7454428
Barbeque Nation,4.3,52,Barbecue,Veg & Non veg ,,12.9123848,77.6241548
Barbeque Nation,4.2,1399,Barbecue,Veg & Non veg ,"3rd floor, #5 & 6, Doddakallasandra Village, Kanakapura Rd",12.8829812,77.548764
Barbeque Nation,2.7,123,Barbecue,Veg & Non veg ,"1, 8th Main Rd",12.9087433,77.6285479
Barbeque Nation,3.8,698,Barbecue,Veg & Non veg ,"1st floor, Phoenix Marketcity, Whitefield Rd",12.9977512,77.6964375
Barbeque Nation,4.3,8070,Barbecue,Veg & Non veg ,"Prestige Plaza, 1st Floor, New Town Main Rd, next to KMF Mother Dairy",13.098451,77.5733524
Barbeque Nation,3.6,166,Barbecue,Veg & Non veg ,"2nd Floor, Nexus Shantiniketan Mall, Whitefield Rd",12.9896257,77.728109
